event,date,favourite,favourite_odds,underdog,underdog_odds,result
UFC Fight Night 150,4th May 2019,Al Iaquinta,1.8,Donald Cerrone,2.2,Underdog
UFC Fight Night 150,4th May 2019,Elias Theodorou,1.95,Derek Brunson,2.03,Underdog
UFC Fight Night 150,4th May 2019,Shane Burgos,1.65,Cub Swanson,2.64,Favourite
UFC Fight Night 150,4th May 2019,Merab Dvalishvili,1.65,Brad Katona,2.57,Favourite
UFC Fight Night 150,4th May 2019,Walt Harris,1.62,Sergey Spivak,2.5,Favourite
UFC Fight Night 150,4th May 2019,Andrew Sanchez,1.67,Marc-Andre Barriault,2.45,Favourite
UFC Fight Night 150,4th May 2019,Macy Chiasson,1.17,Sarah Moras,6.4,Favourite
UFC Fight Night 150,4th May 2019,Aiemann Zahabi,1.62,Vincent Morales,2.6,Underdog
UFC Fight Night 150,4th May 2019,Nordine Taleb,1.25,Kyle Prepolec,4.9,Favourite
UFC Fight Night 150,4th May 2019,Matt Sayles,1.55,Kyle Nelson,2.8,Favourite
UFC Fight Night 150,4th May 2019,Juan Adams,1.77,Arjan Bhullar,2.22,Underdog
UFC Fight Night 150,4th May 2019,Mitch Gagnon,1.85,Cole Smith,2.15,Underdog
UFC 237,11th May 2019,Jessica Andrade,1.87,Rose Namajunas,2.38,Favourite
UFC 237,11th May 2019,Jared Cannonier,1.9,Anderson Silva,2.05,Favourite
UFC 237,11th May 2019,Jose Aldo,1.83,Alex Volkanovski,2.35,Underdog
UFC 237,11th May 2019,Thiago Alves,1.91,Laureano Staropoli,2.1,Underdog
UFC 237,11th May 2019,Irene Aldana,1.3,Bethe Correia,4.36,Favourite
UFC 237,11th May 2019,Ryan Spann,1.83,Rogerio Nogueira,2.2,Favourite
UFC 237,11th May 2019,Thiago Moises,1.87,Kurt Holobaugh,2.11,Favourite
UFC 237,11th May 2019,Warlley Alves,1.77,Sergio Moraes,2.25,Favourite
UFC 237,11th May 2019,Clay Guida,1.18,B.J. Penn,6.7,Favourite
UFC 237,11th May 2019,Luana Carolina,1.61,Priscila Cachoeira,2.58,Favourite
UFC 237,11th May 2019,Raoni Barcelos,1.11,Carlos Huachin,9.0,Favourite
UFC 237,11th May 2019,Talita Bernardo,1.37,Viviane Araujo,3.51,Underdog
UFC Fight Night 152,18th May 2019,Kevin Lee,1.74,Rafael dos Anjos,2.35,Underdog
UFC Fight Night 152,18th May 2019,Antonio Carlos Junior,1.62,Ian Heinisch,2.5,Underdog
UFC Fight Night 152,18th May 2019,Megan Anderson,1.49,Felicia Spencer,2.9,Underdog
UFC Fight Night 152,18th May 2019,Vicente Luque,1.1,Derrick Krantz,9.25,Favourite
UFC Fight Night 152,18th May 2019,Charles Oliveira,1.29,Nik Lentz,4.28,Favourite
UFC Fight Night 152,18th May 2019,Davi Ramos,1.21,Austin Hubbard,5.35,Favourite
UFC Fight Night 152,18th May 2019,Aspen Ladd,1.4,Sijara Eubanks,3.5,Favourite
UFC Fight Night 152,18th May 2019,Desmond Green,1.17,Charles Jourdain,7.6,Favourite
UFC Fight Night 152,18th May 2019,Danny Roberts,1.42,Michel Pereira,3.2,Underdog
UFC Fight Night 152,18th May 2019,Grant Dawson,1.73,Mike Trizano,2.45,Favourite
UFC Fight Night 152,18th May 2019,Patrick Cummins,1.43,Ed Herman,3.15,Underdog
UFC Fight Night 152,18th May 2019,Trevin Giles,1.62,Zak Cummings,2.74,Underdog
UFC Fight Night 152,18th May 2019,Julio Arce,1.14,Julian Erosa,7.0,Favourite
UFC Fight Night 153,1st Jun 2019,Alexander Gustafsson,1.34,Anthony Smith,3.85,Underdog
UFC Fight Night 153,1st Jun 2019,Aleksandar Rakic,1.44,Jimi Manuwa,3.25,Favourite
UFC Fight Night 153,1st Jun 2019,Makwan Amirkhani,1.91,Chris Fishgold,2.13,Favourite
UFC Fight Night 153,1st Jun 2019,Damir Hadzovic,1.65,Christos Giagos,2.45,Underdog
UFC Fight Night 153,1st Jun 2019,Sung Bin Jo,1.77,Daniel Teymur,2.3,Underdog
UFC Fight Night 153,1st Jun 2019,Sergey Khandozhko,1.69,Rostem Akman,2.45,Favourite
UFC Fight Night 153,1st Jun 2019,Tonya Evinger,1.33,Lina Lansberg,4.15,Underdog
UFC Fight Night 153,1st Jun 2019,Leonardo Santos,1.67,Stevie Ray,2.5,Favourite
UFC Fight Night 153,1st Jun 2019,Frank Camacho,1.8,Nick Hein,2.21,Favourite
UFC Fight Night 153,1st Jun 2019,Bea Malecki,1.88,Duda Santana,2.1,Favourite
UFC Fight Night 153,1st Jun 2019,Darko Stosic,2.04,Devin Clark,2.05,Underdog
UFC Fight Night 153,1st Jun 2019,Danilo Belluardo,1.93,Joel Alvarez,2.0,Underdog
UFC 238,8th Jun 2019,Marlon Moraes,1.81,Henry Cejudo,2.5,Underdog
UFC 238,8th Jun 2019,Valentina Shevchenko,1.1,Jessica Eye,9.3,Favourite
UFC 238,8th Jun 2019,Tony Ferguson,1.53,Donald Cerrone,2.93,Favourite
UFC 238,8th Jun 2019,Petr Yan,1.34,Jimmie Rivera,4.15,Favourite
UFC 238,8th Jun 2019,Tai Tuivasa,1.71,Blagoy Ivanov,2.45,Underdog
UFC 238,8th Jun 2019,Tatiana Suarez,1.17,Nina Nunes,6.75,Favourite
UFC 238,8th Jun 2019,Aljamain Sterling,1.73,Pedro Munhoz,2.5,Favourite
UFC 238,8th Jun 2019,Alexa Grasso,2.0,Karolina Kowalkiewicz,2.08,Favourite
UFC 238,8th Jun 2019,Calvin Kattar,1.67,Ricardo Lamas,2.62,Favourite
UFC 238,8th Jun 2019,Yan Xiaonan,1.53,Angela Hill,3.15,Favourite
UFC 238,8th Jun 2019,Bevon Lewis,1.63,Darren Stewart,2.6,Underdog
UFC 238,8th Jun 2019,Eddie Wineland,1.73,Grigory Popov,2.41,Favourite
UFC 238,8th Jun 2019,Katlyn Chookagian,1.98,Joanne Wood,1.98,Favourite
UFC Fight Night 154,22nd Jun 2019,Renato Moicano,1.54,Chan Sung Jung,2.81,Underdog
UFC Fight Night 154,22nd Jun 2019,Bryan Barberena,1.45,Randy Brown,3.25,Underdog
UFC Fight Night 154,22nd Jun 2019,Andre Ewell,1.91,Anderson dos Santos,2.23,Favourite
UFC Fight Night 154,22nd Jun 2019,Andrea Lee,1.61,Montana De La Rosa,2.65,Favourite
UFC Fight Night 154,22nd Jun 2019,Kevin Holland,1.51,Alessio Di Chirico,3.0,Favourite
UFC Fight Night 154,22nd Jun 2019,Kevin Aguilar,1.74,Dan Ige,2.33,Underdog
UFC Fight Night 154,22nd Jun 2019,Ashley Yoder,1.8,Syuri Kondo,2.15,Favourite
UFC Fight Night 154,22nd Jun 2019,Luis Pena,1.28,Matt Wiman,4.28,Favourite
UFC Fight Night 154,22nd Jun 2019,Jairzinho Rozenstruik,1.5,Allen Crowder,2.99,Favourite
UFC Fight Night 154,22nd Jun 2019,Ariane Lipski,1.43,Molly McCann,3.34,Underdog
UFC Fight Night 154,22nd Jun 2019,Deron Winn,1.36,Eric Spicely,4.09,Favourite
UFC on ESPN 3,29th Jun 2019,Francis Ngannou,1.5,Junior dos Santos,2.9,Favourite
UFC on ESPN 3,29th Jun 2019,Joseph Benavidez,1.87,Jussier Formiga,2.2,Favourite
UFC on ESPN 3,29th Jun 2019,Demian Maia,1.57,Tony Martin,2.69,Favourite
UFC on ESPN 3,29th Jun 2019,Roosevelt Roberts,1.4,Vinc Pichel,3.3,Underdog
UFC on ESPN 3,29th Jun 2019,Drew Dober,1.29,Marco Polo Reyes,4.65,Favourite
UFC on ESPN 3,29th Jun 2019,Alonzo Menifield,1.36,Paul Craig,3.72,Favourite
UFC on ESPN 3,29th Jun 2019,Ricardo Ramos,1.3,Journey Newson,4.4,Favourite
UFC on ESPN 3,29th Jun 2019,Eryk Anders,1.35,Vinicius Moreira,3.75,Favourite
UFC on ESPN 3,29th Jun 2019,Jared Gordon,1.31,Dan Moret,3.95,Favourite
UFC on ESPN 3,29th Jun 2019,Dalcha Lungiambula,1.3,Dequan Townsend,4.55,Favourite
UFC on ESPN 3,29th Jun 2019,Emily Whitmire,1.59,Amanda Ribas,2.7,Underdog
UFC on ESPN 3,29th Jun 2019,Maurice Greene,1.91,Junior Albini,2.02,Favourite
UFC 239,6th Jul 2019,Jon Jones,1.19,Thiago Santos,6.13,Favourite
UFC 239,6th Jul 2019,Amanda Nunes,1.34,Holly Holm,4.63,Favourite
UFC 239,6th Jul 2019,Ben Askren,1.51,Jorge Masvidal,2.9,Underdog
UFC 239,6th Jul 2019,Luke Rockhold,1.43,Jan Blachowicz,3.25,Underdog
UFC 239,6th Jul 2019,Michael Chiesa,1.31,Diego Sanchez,4.5,Favourite
UFC 239,6th Jul 2019,Arnold Allen,1.33,Gilbert Melendez,3.81,Favourite
UFC 239,6th Jul 2019,Marlon Vera,1.23,Nohelin Hernandez,4.9,Favourite
UFC 239,6th Jul 2019,Claudia Gadelha,1.54,Randa Markos,2.9,Favourite
UFC 239,6th Jul 2019,Yadong Song,1.53,Alejandro Perez,2.76,Favourite
UFC 239,6th Jul 2019,Edmen Shahbazyan,1.21,Jack Marshman,6.5,Favourite
UFC 239,6th Jul 2019,Ismail Naurdiev,1.18,Chance Rencountre,5.92,Underdog
UFC 239,6th Jul 2019,Julia Avila,1.44,Pannie Kianzad,3.2,Favourite
UFC Fight Night 155,13th Jul 2019,Aspen Ladd,1.89,Germaine de Randamie,2.2,Underdog
UFC Fight Night 155,13th Jul 2019,Ricky Simon,1.4,Urijah Faber,4.2,Underdog
UFC Fight Night 155,13th Jul 2019,Mirsad Bektic,1.62,Josh Emmett,2.5,Underdog
UFC Fight Night 155,13th Jul 2019,Karl Roberson,1.54,Wellington Turman,2.9,Favourite
UFC Fight Night 155,13th Jul 2019,Marvin Vettori,1.62,Cezar Ferreira,2.9,Favourite
UFC Fight Night 155,13th Jul 2019,Mike Rodriguez,1.26,John Allan,4.6,Underdog
UFC Fight Night 155,13th Jul 2019,Andre Fili,1.72,Sheymon da Silva Moraes,2.45,Favourite
UFC Fight Night 155,13th Jul 2019,Julianna Pena,1.53,Nicco Montano,3.07,Favourite
UFC Fight Night 155,13th Jul 2019,Darren Elkins,1.95,Ryan Hall,2.03,Underdog
UFC Fight Night 155,13th Jul 2019,Pingyuan Liu,1.61,Jonathan Martinez,2.64,Underdog
UFC Fight Night 155,13th Jul 2019,Livia Renata Souza,2.0,Brianna Van Buren,2.01,Underdog
UFC Fight Night 155,13th Jul 2019,Vincent Morales,1.99,Benito Lopez,2.05,Underdog
UFC on ESPN 4,20th Jul 2019,Leon Edwards,1.93,Rafael dos Anjos,2.04,Favourite
UFC on ESPN 4,20th Jul 2019,Walt Harris,1.71,Aleksei Oleinik,2.4,Favourite
UFC on ESPN 4,20th Jul 2019,Juan Adams,1.94,Greg Hardy,2.16,Underdog
UFC on ESPN 4,20th Jul 2019,Daniel Hooker,1.83,James Vick,2.23,Favourite
UFC on ESPN 4,20th Jul 2019,Alexander Hernandez,1.5,Francisco Trinaldo,2.95,Favourite
UFC on ESPN 4,20th Jul 2019,Ben Rothwell,1.58,Andrei Arlovski,2.65,Underdog
UFC on ESPN 4,20th Jul 2019,Alex Caceres,1.97,Steven Peterson,2.0,Favourite
UFC on ESPN 4,20th Jul 2019,Irene Aldana,1.76,Raquel Pennington,2.32,Underdog
UFC on ESPN 4,20th Jul 2019,Klidson Farias de Abreu,1.62,Sam Alvey,2.71,Favourite
UFC on ESPN 4,20th Jul 2019,Jennifer Maia,1.79,Roxanne Modafferi,2.28,Favourite
UFC on ESPN 4,20th Jul 2019,Ray Borg,1.62,Gabriel Silva,2.6,Favourite
UFC on ESPN 4,20th Jul 2019,Jin Soo Son,2.45,Mario Bautista,2.6,Underdog
UFC on ESPN 4,20th Jul 2019,Domingo Pilarte,1.3,Felipe Colares,4.05,Underdog
UFC 240,27th Jul 2019,Max Holloway,1.32,Frankie Edgar,3.84,Favourite
UFC 240,27th Jul 2019,Cristiane Justino,1.25,Felicia Spencer,5.0,Favourite
UFC 240,27th Jul 2019,Geoff Neal,1.33,Niko Price,3.85,Favourite
UFC 240,27th Jul 2019,Arman Tsarukyan,1.67,Olivier Aubin-Mercier,2.48,Favourite
UFC 240,27th Jul 2019,Krzysztof Jotko,1.62,Marc-Andre Barriault,2.6,Favourite
UFC 240,27th Jul 2019,Viviane Araujo,1.65,Alexis Davis,2.72,Favourite
UFC 240,27th Jul 2019,Hakeem Dawodu,1.26,Yoshinori Horie,4.75,Favourite
UFC 240,27th Jul 2019,Seung Woo Choi,1.91,Gavin Tucker,2.25,Underdog
UFC 240,27th Jul 2019,Alexandre Pantoja,1.8,Deiveson Figueiredo,2.17,Underdog
UFC 240,27th Jul 2019,Gillian Robertson,1.77,Sarah Frota,2.35,Favourite
UFC 240,27th Jul 2019,Erik Koch,2.0,Kyle Stewart,2.31,Favourite
UFC on ESPN 5,3rd Aug 2019,Colby Covington,1.44,Robbie Lawler,3.78,Favourite
UFC on ESPN 5,3rd Aug 2019,Jim Miller,1.69,Clay Guida,2.35,Favourite
UFC on ESPN 5,3rd Aug 2019,Nasrat Haqparast,1.36,Joaquim Silva,4.3,Favourite
UFC on ESPN 5,3rd Aug 2019,Trevin Giles,1.61,Gerald Meerschaert,2.55,Underdog
UFC on ESPN 5,3rd Aug 2019,Scott Holtzman,1.27,Dong Hyun Ma,4.5,Favourite
UFC on ESPN 5,3rd Aug 2019,Darko Stosic,1.91,Kennedy Nzechukwu,2.1,Underdog
UFC on ESPN 5,3rd Aug 2019,Salim Touahri,1.89,Mickey Gall,2.1,Underdog
UFC on ESPN 5,3rd Aug 2019,Antonina Shevchenko,1.71,Lucie Pudilova,2.36,Favourite
UFC on ESPN 5,3rd Aug 2019,Jordan Espinosa,1.77,Matt Schnell,2.45,Underdog
UFC on ESPN 5,3rd Aug 2019,Mara Romero Borella,1.5,Lauren Murphy,2.85,Underdog
UFC on ESPN 5,3rd Aug 2019,Claudio Silva,1.2,Cole Williams,5.4,Favourite
UFC on ESPN 5,3rd Aug 2019,Hannah Goldy,1.91,Miranda Granger,2.1,Underdog
UFC Fight Night 156,10th Aug 2019,Valentina Shevchenko,1.11,Liz Carmouche,9.75,Favourite
UFC Fight Night 156,10th Aug 2019,Vicente Luque,1.45,Mike Perry,3.05,Favourite
UFC Fight Night 156,10th Aug 2019,Luiz Garagorri,1.8,Humberto Bandenay,2.27,Favourite
UFC Fight Night 156,10th Aug 2019,Volkan Oezdemir,1.67,Ilir Latifi,2.6,Favourite
UFC Fight Night 156,10th Aug 2019,Rodolfo Vieira,1.53,Oskar Piechota,2.9,Favourite
UFC Fight Night 156,10th Aug 2019,Enrique Barzola,1.71,Bobby Moffett,2.41,Favourite
UFC Fight Night 156,10th Aug 2019,Alexey Kunchenko,1.76,Gilbert Burns,2.25,Underdog
UFC Fight Night 156,10th Aug 2019,Ciryl Gane,1.23,Raphael Pessoa,5.05,Favourite
UFC Fight Night 156,10th Aug 2019,Tecia Torres,1.67,Marina Alcalde Rodriguez,2.49,Underdog
UFC Fight Night 156,10th Aug 2019,Raulian Paiva,1.93,Rogerio Bontorin,2.0,Underdog
UFC Fight Night 156,10th Aug 2019,Geraldo De Freitas Jr.,1.69,Chris Gutierrez,2.46,Underdog
UFC Fight Night 156,10th Aug 2019,Alex da Silva,1.36,Rodrigo Vargas,3.84,Favourite
UFC Fight Night 156,10th Aug 2019,Veronica Macedo,1.74,Polyana Viana,2.3,Favourite
UFC 241,17th Aug 2019,Daniel Cormier,1.75,Stipe Miocic,2.39,Underdog
UFC 241,17th Aug 2019,Anthony Pettis,1.87,Nate Diaz,2.12,Underdog
UFC 241,17th Aug 2019,Yoel Romero,1.73,Paulo Costa,2.45,Underdog
UFC 241,17th Aug 2019,Sodiq Yusuff,1.39,Gabriel Benitez,3.45,Favourite
UFC 241,17th Aug 2019,Ian Heinisch,1.69,Derek Brunson,2.4,Underdog
UFC 241,17th Aug 2019,Devonte Smith,1.12,Khama Worthy,8.75,Underdog
UFC 241,17th Aug 2019,Cory Sandhagen,1.44,Raphael Assuncao,3.25,Favourite
UFC 241,17th Aug 2019,Drakkar Klose,1.59,Christos Giagos,2.7,Favourite
UFC 241,17th Aug 2019,Manny Bermudez,1.63,Casey Kenney,2.5,Underdog
UFC 241,17th Aug 2019,Hannah Cifers,1.36,Jodie Esquibel,3.55,Favourite
UFC 241,17th Aug 2019,Kyung Ho Kang,1.55,Brandon Davis,2.75,Favourite
UFC 241,17th Aug 2019,Sabina Mazo,1.87,Shana Dobson,2.31,Favourite
UFC Fight Night 157,31st Aug 2019,Jessica Andrade,1.62,Weili Zhang,2.85,Underdog
UFC Fight Night 157,31st Aug 2019,Elizeu Zaleski dos Santos,1.39,Li Jingliang,3.45,Underdog
UFC Fight Night 157,31st Aug 2019,Kai Kara-France,1.57,Mark Delarosa,2.87,Favourite
UFC Fight Night 157,31st Aug 2019,Derrick Krantz,1.95,Kenan Song,2.0,Underdog
UFC Fight Night 157,31st Aug 2019,Mizuki Inoue,inf,Yanan Wu,inf,Favourite
UFC Fight Night 157,31st Aug 2019,Anthony Hernandez,1.71,Jun Yong Park,2.35,Favourite
UFC Fight Night 157,31st Aug 2019,Andre Soukhamthath,1.65,Su Mudaerji,2.45,Underdog
UFC Fight Night 157,31st Aug 2019,Khadis Ibragimov,1.4,Da Un Jung,3.48,Underdog
UFC Fight Night 157,31st Aug 2019,Damir Ismagulov,1.51,Thiago Moises,2.86,Favourite
UFC Fight Night 157,31st Aug 2019,Heili Alateng,1.87,Danaa Batgerel,2.05,Favourite
UFC Fight Night 157,31st Aug 2019,Karol Rosa,1.91,Lara Fritzen Procopio,2.0,Favourite
UFC 242,7th Sep 2019,Khabib Nurmagomedov,1.27,Dustin Poirier,4.55,Favourite
UFC 242,7th Sep 2019,Edson Barboza,1.87,Paul Felder,2.2,Underdog
UFC 242,7th Sep 2019,Islam Makhachev,1.28,Davi Ramos,4.25,Favourite
UFC 242,7th Sep 2019,Curtis Blaydes,1.22,Shamil Abdurakhimov,5.4,Favourite
UFC 242,7th Sep 2019,Mairbek Taisumov,1.37,Carlos Diego Ferreira,3.48,Underdog
UFC 242,7th Sep 2019,Andrea Lee,1.45,Joanne Wood,3.1,Underdog
UFC 242,7th Sep 2019,Zubaira Tukhugov,1.37,Lerone Murphy,3.7,Draw
UFC 242,7th Sep 2019,Liana Jojua,1.68,Sarah Moras,2.45,Underdog
UFC 242,7th Sep 2019,Ottman Azaitar,1.54,Teemu Packalen,2.9,Favourite
UFC 242,7th Sep 2019,Belal Muhammad,1.27,Takashi Sato,4.35,Favourite
UFC 242,7th Sep 2019,Nordine Taleb,1.83,Muslim Salikhov,2.15,Underdog
UFC 242,7th Sep 2019,Omari Akhmedov,1.9,Zak Cummings,2.1,Favourite
UFC 242,7th Sep 2019,Don Madge,1.58,Fares Ziam,2.69,Favourite
UFC Fight Night 158,14th Sep 2019,Justin Gaethje,1.59,Donald Cerrone,2.65,Favourite
UFC Fight Night 158,14th Sep 2019,Nikita Krylov,1.93,Glover Teixeira,2.0,Underdog
UFC Fight Night 158,14th Sep 2019,Jeff Hughes,1.83,Todd Duffee,2.15,Draw
UFC Fight Night 158,14th Sep 2019,Michel Pereira,1.23,Tristan Connelly,5.0,Underdog
UFC Fight Night 158,14th Sep 2019,Antonio Carlos Junior,1.45,Urijah Hall,3.36,Underdog
UFC Fight Night 158,14th Sep 2019,Jim Crute,1.91,Misha Cirkunov,2.0,Underdog
UFC Fight Night 158,14th Sep 2019,Augusto Sakai,1.87,Marcin Tybura,2.2,Favourite
UFC Fight Night 158,14th Sep 2019,Miles Johns,1.77,Cole Smith,2.25,Favourite
UFC Fight Night 158,14th Sep 2019,Brad Katona,1.87,Hunter Azure,2.2,Underdog
UFC Fight Night 158,14th Sep 2019,Jordan Griffin,1.67,Chas Skelly,2.45,Underdog
UFC Fight Night 158,14th Sep 2019,Louis Smolka,1.48,Ryan MacDonald,3.0,Favourite
UFC Fight Night 158,14th Sep 2019,Austin Hubbard,1.77,Kyle Prepolec,2.29,Favourite
UFC Fight Night 159,21st Sep 2019,Yair Rodriguez,1.83,Jeremy Stephens,2.22,Draw
UFC Fight Night 159,21st Sep 2019,Alexa Grasso,1.71,Carla Esparza,2.4,Underdog
UFC Fight Night 159,21st Sep 2019,Askar Askarov,1.69,Brandon Moreno,2.4,Draw
UFC Fight Night 159,21st Sep 2019,Irene Aldana,1.2,Vanessa Melo,5.5,Favourite
UFC Fight Night 159,21st Sep 2019,Martin Bravo,1.8,Steven Peterson,2.2,Underdog
UFC Fight Night 159,21st Sep 2019,Jose Quinonez,1.69,Carlos Huachin,2.51,Favourite
UFC Fight Night 159,21st Sep 2019,Kyle Nelson,1.96,Marco Polo Reyes,2.0,Favourite
UFC Fight Night 159,21st Sep 2019,Ariane Carnelossi,2.0,Angela Hill,2.02,Underdog
UFC Fight Night 159,21st Sep 2019,Sergio Pettis,1.37,Tyson Nam,3.75,Favourite
UFC Fight Night 159,21st Sep 2019,Paul Craig,2.0,Vinicius Moreira,2.03,Favourite
UFC Fight Night 159,21st Sep 2019,Sijara Eubanks,2.0,Bethe Correia,3.79,Underdog
UFC Fight Night 159,21st Sep 2019,Claudio Puelles,1.33,Marcos Mariano,4.28,Favourite
UFC Fight Night 160,28th Sep 2019,Jack Hermansson,1.38,Jared Cannonier,3.5,Underdog
UFC Fight Night 160,28th Sep 2019,Mark O. Madsen,1.15,Danilo Belluardo,7.0,Favourite
UFC Fight Night 160,28th Sep 2019,Gilbert Burns,1.91,Gunnar Nelson,2.04,Favourite
UFC Fight Night 160,28th Sep 2019,Khalil Rountree,1.95,Ion Cutelaba,2.0,Underdog
UFC Fight Night 160,28th Sep 2019,Michal Oleksiejczuk,1.4,Ovince St Preux,3.48,Underdog
UFC Fight Night 160,28th Sep 2019,Alex Oliveira,1.85,Nicolas Dalby,2.38,Underdog
UFC Fight Night 160,28th Sep 2019,Alen Amedovski,1.83,John Phillips,2.15,Underdog
UFC Fight Night 160,28th Sep 2019,Makhmud Muradov,1.66,Alessio Di Chirico,2.48,Favourite
UFC Fight Night 160,28th Sep 2019,Ismail Naurdiev,1.5,Siyar Bahadurzada,3.0,Favourite
UFC Fight Night 160,28th Sep 2019,Brandon Davis,1.66,Giga Chikadze,2.45,Underdog
UFC Fight Night 160,28th Sep 2019,Macy Chiasson,1.25,Lina Lansberg,4.7,Underdog
UFC Fight Night 160,28th Sep 2019,Marc Diakiese,1.65,Lando Vannata,2.55,Favourite
UFC Fight Night 160,28th Sep 2019,Jack Shore,1.5,Nohelin Hernandez,3.05,Favourite
UFC 243,5th Oct 2019,Israel Adesanya,1.91,Robert Whittaker,2.13,Favourite
UFC 243,5th Oct 2019,Daniel Hooker,1.83,Al Iaquinta,2.25,Favourite
UFC 243,5th Oct 2019,Tai Tuivasa,1.34,Sergey Spivak,3.75,Underdog
UFC 243,5th Oct 2019,Dhiego Lima,1.74,Luke Jumeau,2.25,Favourite
UFC 243,5th Oct 2019,Justin Tafa,1.94,Yorgan De Castro,2.0,Underdog
UFC 243,5th Oct 2019,Jake Matthews,1.28,Rostem Akman,5.0,Favourite
UFC 243,5th Oct 2019,Maki Pitolo,1.3,Callan Potter,4.15,Underdog
UFC 243,5th Oct 2019,Brad Riddell,1.62,Jamie Mullarkey,2.5,Favourite
UFC 243,5th Oct 2019,Megan Anderson,1.24,Zara Fairn Dos Santos,5.2,Favourite
UFC 243,5th Oct 2019,Ji Yeon Kim,1.59,Nadia Kassem,2.6,Favourite
UFC 243,5th Oct 2019,Khalid Taha,1.49,Bruno Silva,2.95,Favourite
UFC on ESPN+ 19,12th Oct 2019,Joanna Jedrzejczyk,1.34,Michelle Waterson,3.7,Favourite
UFC on ESPN+ 19,12th Oct 2019,Kron Gracie,1.55,Cub Swanson,2.71,Underdog
UFC on ESPN+ 19,12th Oct 2019,Niko Price,1.71,James Vick,2.4,Favourite
UFC on ESPN+ 19,12th Oct 2019,Mackenzie Dern,1.67,Amanda Ribas,2.45,Underdog
UFC on ESPN+ 19,12th Oct 2019,Luis Pena,1.71,Matt Frevola,2.38,Underdog
UFC on ESPN+ 19,12th Oct 2019,Eryk Anders,1.77,Gerald Meerschaert,2.2,Favourite
UFC on ESPN+ 19,12th Oct 2019,Ryan Spann,1.62,Devin Clark,2.6,Favourite
UFC on ESPN+ 19,12th Oct 2019,Mike Davis,1.37,Thomas Gifford,3.68,Favourite
UFC on ESPN+ 19,12th Oct 2019,Max Griffin,1.81,Alex Morono,2.2,Underdog
UFC on ESPN+ 19,12th Oct 2019,Deiveson Figueiredo,1.59,Tim Elliott,2.65,Favourite
UFC on ESPN+ 19,12th Oct 2019,Marlon Vera,1.77,Andre Ewell,2.3,Favourite
UFC on ESPN+ 19,12th Oct 2019,Miguel Baeza,1.44,Hector Aldana,3.2,Favourite
UFC on ESPN+ 19,12th Oct 2019,Marvin Vettori,1.28,Andrew Sanchez,4.19,Favourite
UFC on ESPN+ 19,12th Oct 2019,J.J. Aldrich,1.69,Lauren Mueller,2.5,Favourite
UFC ESPN 6,18th Oct 2019,Dominick Reyes,1.57,Chris Weidman,2.7,Favourite
UFC ESPN 6,18th Oct 2019,Yair Rodriguez,1.8,Jeremy Stephens,2.2,Favourite
UFC ESPN 6,18th Oct 2019,Greg Hardy,1.29,Ben Sosoli,4.36,Favourite
UFC ESPN 6,18th Oct 2019,Jonathan Pearce,1.57,Joe Lauzon,2.7,Underdog
UFC ESPN 6,18th Oct 2019,Maycee Barber,1.74,Gillian Robertson,2.45,Favourite
UFC ESPN 6,18th Oct 2019,Deron Winn,1.91,Darren Stewart,2.1,Underdog
UFC ESPN 6,18th Oct 2019,Manny Bermudez,1.61,Charles Rosa,2.65,Underdog
UFC ESPN 6,18th Oct 2019,Molly McCann,1.2,Diana Belbita,5.95,Favourite
UFC ESPN 6,18th Oct 2019,Sean Woodson,2.0,Kyle Bochniak,2.0,Favourite
UFC ESPN 6,18th Oct 2019,Boston Salmon,1.69,Randy Costa,2.42,Underdog
UFC ESPN 6,18th Oct 2019,Sean Brady,1.61,Court McGee,2.75,Favourite
UFC ESPN 6,18th Oct 2019,Kevin Holland,1.66,Brendan Allen,2.6,Underdog
UFC ESPN 6,18th Oct 2019,Tanner Boser,1.74,Daniel Spitz,2.3,Favourite
UFC Fight Night 162,26th Oct 2019,Ben Askren,1.67,Demian Maia,2.43,Underdog
UFC Fight Night 162,26th Oct 2019,Michael Johnson,1.4,Stevie Ray,3.3,Underdog
UFC Fight Night 162,26th Oct 2019,Beneil Dariush,1.62,Frank Camacho,2.7,Favourite
UFC Fight Night 162,26th Oct 2019,Ciryl Gane,1.38,Don'tale Mayes,3.45,Favourite
UFC Fight Night 162,26th Oct 2019,Muslim Salikhov,1.65,Laureano Staropoli,2.45,Favourite
UFC Fight Night 162,26th Oct 2019,Randa Markos,1.87,Ashley Yoder,2.2,Favourite
UFC Fight Night 162,26th Oct 2019,Rafael Fiziev,1.57,Alex White,2.65,Favourite
UFC Fight Night 162,26th Oct 2019,Movsar Evloev,1.54,Enrique Barzola,2.75,Favourite
UFC Fight Night 162,26th Oct 2019,Sergey Pavlovich,1.48,Maurice Greene,3.1,Favourite
UFC Fight Night 162,26th Oct 2019,Loma Lookboonmee,1.77,Alexandra Albu,2.25,Favourite
UFC Fight Night 162,26th Oct 2019,Jeff Hughes,1.44,Raphael Pessoa,3.15,Underdog
UFC 244,2nd Nov 2019,Jorge Masvidal,1.71,Nate Diaz,2.38,Favourite
UFC 244,2nd Nov 2019,Kelvin Gastelum,1.51,Darren Till,2.95,Underdog
UFC 244,2nd Nov 2019,Stephen Thompson,1.98,Vicente Luque,2.05,Favourite
